"customer.customerid","customer.dominant_gender","customer.dominant_size","customer.last_purchase_date"
"17931333","Femme","37","2015-11-01 22:05:10.0"
"17931335","Enfant","36","2015-11-01 22:04:02.0"
"17931341","Femme","39","2015-11-01 22:04:05.0"
"17931349","Homme","44","2015-11-01 22:09:17.0"
"17931350","Homme","40","2015-11-01 22:04:10.0"
"17931364","Homme","42","2015-11-01 22:07:03.0"
"17931373","Femme","41","2015-11-01 22:10:08.0"
"17931376","Homme","41 1/3","2015-11-01 22:20:12.0"
"17931378","Homme","44","2015-11-01 22:10:06.0"
"17931385","Femme","38 1/2","2015-11-01 22:10:14.0"
"17931386","Femme","40","2015-11-01 22:15:03.0"
"17931389","Homme","45","2015-11-01 22:31:14.0"
"17931405","Homme","44","2015-11-01 22:17:08.0"
"17931410","Femme","36","2015-11-01 22:16:14.0"
"17931417","Femme","37","2015-11-01 22:18:02.0"
"17931419","Femme","38","2015-11-01 22:18:18.0"
"17931433","Femme","41","2015-11-01 22:22:17.0"
"17931441","Homme","47","2015-11-01 22:26:10.0"
"17931448","Homme","42","2015-11-01 22:25:01.0"
"17931469","Femme","39","2015-11-01 22:28:08.0"
"17931472","Homme","43","2015-11-01 22:29:17.0"
"17931489","Femme","40","2015-11-01 22:34:19.0"
"17931502","Femme","38","2015-11-01 22:44:01.0"
"17931512","Femme","36","2015-11-01 22:38:18.0"
"17931518","Homme","41","2015-11-01 22:36:15.0"
"17931521","Femme","40","2015-11-01 22:37:10.0"
"17931528","Femme","36","2015-11-01 22:41:14.0"
"17931529","Homme","41","2015-11-01 22:42:09.0"
"17931539","Homme","44","2015-11-01 22:42:10.0"
"17931542","Femme","37","2015-11-01 22:39:17.0"
"17931544","Femme","39","2015-11-01 22:42:14.0"
"17931545","Homme","45","2015-11-01 22:50:15.0"
"17931548","Enfant","38 1/2","2015-11-01 22:48:10.0"
"17931572","Homme","43","2015-11-01 23:17:00.0"
"17931576","Femme","38","2015-11-01 22:52:10.0"
"17931577","Femme","37 1/2","2015-11-01 22:47:08.0"
"17931583","Femme","38","2015-11-01 22:50:10.0"
"17931586","Homme","T.U","2015-11-01 22:51:06.0"
"17931604","Femme","39","2015-11-01 22:56:11.0"
"17931610","Femme","40","2015-11-01 22:58:04.0"
"17931615","Femme","40","2015-11-01 22:58:11.0"
"17931619","Femme","39","2015-11-02 23:00:35.0"
"17931624","Femme","36","2015-11-01 23:08:04.0"
"17931625","Femme","35","2015-11-01 23:00:09.0"
"17931635","Femme","38","2015-11-01 23:03:19.0"
"17931646","Homme","43","2015-11-01 23:08:07.0"
"17931651","Homme","45","2015-11-01 23:08:04.0"
"17931659","Femme","38","2015-11-01 23:11:04.0"
"17931671","Femme","40","2015-11-01 23:15:19.0"
"17931672","Femme","37","2015-11-01 23:13:09.0"
"17931673","Homme","40 2/3","2015-11-01 23:13:15.0"
"17931685","Femme","40","2015-11-01 23:16:13.0"
"17931687","Femme","38","2015-11-01 23:18:18.0"
"17931699","Femme","41","2015-11-01 23:25:08.0"
"17931712","Accessoires","T.U","2015-11-01 23:36:06.0"
"17931713","Homme","45","2015-11-01 23:30:11.0"
"17931723","Femme","41","2015-11-01 23:28:10.0"
"17931727","Femme","39 1/2","2015-11-01 23:51:06.0"
"17931729","Femme","38","2015-11-01 23:29:04.0"
"17931754","Homme","42","2015-11-01 23:42:10.0"
"17931755","Femme","39","2015-11-01 23:38:09.0"
"17931760","Homme","44","2015-11-01 23:41:03.0"
"17931767","Femme","42","2015-11-01 23:43:12.0"
"17931792","Femme","38","2015-11-01 23:50:17.0"
